path,Kontras90,Dissimilarity90,Homogenitas90,Entropi90,ASM90,Energy90,Correlation90
01_F1D022016_1_3.jpg,42176499.9879,1103958824,342163.93190665485,-75002232.25,8067891,8067891,-0.10968873693709137
01_F1D022044_1_1.jpg,137555628.58878887,1338914537,389111.4539996048,-93463521.59375,10372157,10372157,-0.07247565594726703
01_F1D022044_1_2.jpg,378596351.17910004,1346750204,406071.7898399883,-96609064.828125,10133753,10133753,-0.03247563739747615
01_F1D022044_1_3.jpg,125102312.22062223,1263576555,392192.0952995932,-88813091.97265625,9378842,9378842,-0.1914453326581261
01_F1D022069_1_1.jpg,228829475.65510002,1291766522,390154.2827717492,-88653934.5,9271621,9271621,-0.03637180621540485
01_F1D022069_1_2.jpg,460349489.2222222,926444537,330704.8073113032,-69484194.31640625,10163148,10163148,-0.0036522703231808397
01_F1D022069_1_3.jpg,156861316.9671,1627893348,485938.0555078986,-117564020.4375,9597837,9597837,0.23080176596179786
01_f1d022103_1_1.jpg,175272637.9999,1918016824,585334.366620429,-144019763.578125,10432795,10432795,0.044084781789525
01_f1d022103_1_2.jpg,311110425.4784,950022811,316245.0507554653,-69303226.20703125,9818424,9818424,0.4054399793399321
01_f1d022103_1_3.jpg,197782339.91065556,1342503296,462913.6887836687,-103197084.21484375,9211501,9211501,-0.2553751417450152
01_f1d022120_1_1.jpg,89099903.97145556,1555110548,462704.0267757529,-112507796.375,8669191,8669191,-0.02393133924395196
01_f1d022120_1_2.jpg,133933761.93262221,844130532,283944.84809044417,-58010832.25,10363656,10363656,-0.13101388935976577
01_f1d022120_1_3.jpg,46213072.248488896,1310467434,418406.8332228504,-94315119.0,9684962,9684962,-0.37711673133960427
01_f1d022149_1_1.jpg,121804406.99305555,1517482970,446367.0927737826,-108226753.515625,10730689,10730689,0.09414324387876481
01_f1d022149_1_2.jpg,79687523.9311,981014877,316053.2459399758,-69004389.484375,9517609,9517609,-0.18946072514379844
01_F1D022016_2_3.jpg,41000691.54839999,1092048785,338348.6801220946,-74111789.4375,7995934,7995934,-0.10735149299626295
01_F1D022044_2_1.jpg,192885184.00265557,1593164522,494771.88426516624,-117686459.23828125,10411571,10411571,-0.1392179142021335
01_F1D022044_2_2.jpg,363546153.09972227,1342324078,401550.38003938954,-95250310.9375,10249911,10249911,0.03139165413364111
01_F1D022044_2_3.jpg,132867906.74265555,1223241760,405054.39563722804,-88979681.5,9994731,9994731,-0.45081922132904734
01_F1D022069_2_1.jpg,228262950.74555552,1289882276,389775.3344513896,-88349968.0625,9352006,9352006,-0.019990568944896064
01_F1D022069_2_2.jpg,472973375.0632889,983773277,327803.9732804407,-72881261.03125,10107660,10107660,-0.014090886058479114
01_F1D022069_2_3.jpg,145263850.5831,1621311326,513228.29400137725,-118689626.3125,9542421,9542421,0.05885874943270102
01_f1d022103_2_1.jpg,192639231.8474556,1871611001,554476.0965083122,-138434101.5390625,10597825,10597825,0.09380737596464957
01_f1d022103_2_2.jpg,313769075.0559,919174452,329565.2426542641,-68262440.0390625,9829495,9829495,0.4402354535139923
01_f1d022103_2_3.jpg,201110679.20389998,1307024806,466884.9339113661,-100618340.31640625,9220021,9220021,-0.21597321916487125
01_f1d022120_2_1.jpg,97624609.94710001,1558811940,463753.27679300105,-112656299.625,7562843,7562843,0.07454636644431666
01_f1d022120_2_2.jpg,171332686.41590002,787415345,267002.8909061643,-54101431.75,10046421,10046421,0.011484092481476454
01_f1d022120_2_3.jpg,41719451.11109999,1299136737,421620.90054974286,-94417619.625,9595395,9595395,-0.23753219721204327
01_f1d022149_2_1.jpg,111008940.9972889,1473260939,432732.78213950415,-104323463.4375,10794028,10794028,0.08704206085098021
01_f1d022149_2_2.jpg,98954991.3216,970138511,326558.51654799056,-68747698.00390625,9758728,9758728,-0.12387187866615851
01_F1D022044_3_1.jpg,210297550.47465554,1593597447,489898.94971359667,-116999554.375,10486627,10486627,-0.07263604112776087
01_F1D022044_3_2.jpg,359873287.22389996,1281291981,387345.13114221126,-90206988.21875,9989829,9989829,0.012554797436490416
01_F1D022044_3_3.jpg,134157595.0184889,1221538808,413236.4107562881,-89365424.03125,10022676,10022676,-0.4878186283265727
01_F1D022069_3_1.jpg,210655575.2792889,1199322180,344412.4324966778,-80280770.0625,9381078,9381078,-0.02103836898138266
01_F1D022069_3_2.jpg,475325270.73915553,979793307,343731.6444485035,-72802612.515625,10141756,10141756,-0.01656370436312231
01_F1D022069_3_3.jpg,130312393.67750001,1634240560,505331.85350771423,-119301817.75,9461289,9461289,0.03924284968746579
01_f1d022103_3_1.jpg,187740391.5533222,1858277528,547438.6778480444,-135858452.3125,10535375,10535375,0.29673158286505363
01_f1d022103_3_2.jpg,306566985.10932225,945532555,334968.16721869516,-70682437.51953125,9862187,9862187,0.4350336421965443
01_f1d022103_3_3.jpg,205279738.5192889,1295781772,455468.15526520996,-99430839.40234375,9258644,9258644,-0.2278320589166011
01_f1d022120_3_1.jpg,100926740.84212223,1574394238,467988.9769855825,-113593371.375,7498451,7498451,0.18610139082469235
01_f1d022120_3_2.jpg,198495859.94862217,768980223,276452.8669360041,-54406277.25,9680060,9680060,0.1693834317618754
01_f1d022120_3_3.jpg,39129418.36345556,1289225221,414910.3715083411,-93419272.5,9476329,9476329,-0.23697218165666525
01_f1d022149_3_1.jpg,108307209.2816,1422402580,429461.2188733504,-100572560.40625,11160034,11160034,0.019080320648157227
01_f1d022149_3_2.jpg,99970120.1296,960501422,319109.7744287886,-67918550.83203125,10274434,10274434,-0.07420246030297215
01_f1d022149_3_3.jpg,494602272.1530554,461793573,205093.7806096636,-38317280.1875,10341603,10341603,0.12095458416038732
01_F1D022016_4_3.jpg,47340010.13222222,1062327629,335143.27100403025,-72543317.625,8405188,8405188,-0.08891915857264687
01_F1D022044_4_1.jpg,207578698.93750003,1590596144,487791.29192136065,-116241292.4375,10573541,10573541,-0.02931273340494365
01_F1D022044_4_2.jpg,364550152.1306555,1267029699,396897.5999818936,-89426549.2265625,10041849,10041849,-0.009936832691393706
01_F1D022044_4_3.jpg,131811779.22345556,1163780179,395397.4784173753,-85128694.09375,10088877,10088877,-0.4214322657944938
01_F1D022069_4_1.jpg,228039993.1584,1139733236,338219.3614560527,-75557500.21875,9667248,9667248,0.014686643829504216
01_F1D022069_4_2.jpg,480775645.5670999,978294628,354311.4983821659,-74843062.46875,10160957,10160957,0.029891109709080117
01_F1D022069_4_3.jpg,118794295.31545556,1587233151,478771.20318736305,-114304708.875,7937729,7937729,0.06253758478660722
01_f1d022103_4_1.jpg,202072298.84,1814614069,498484.3743092635,-130739085.22265625,10541120,10541120,0.3862643038559298
01_f1d022103_4_2.jpg,344105654.63888884,900821308,323836.48891503195,-68168251.0078125,9832728,9832728,0.479205195892335
01_f1d022103_4_3.jpg,217322456.69972223,1314410935,465943.7430185375,-101549887.0234375,9230753,9230753,-0.24381660370005143
01_f1d022120_4_1.jpg,102156929.19065554,1565743114,464832.4742439114,-112349075.375,7427995,7427995,0.2436371902311666
01_f1d022120_4_2.jpg,253545309.3504,783629131,305818.48428754014,-59162815.625,9500264,9500264,0.35624446999952947
01_f1d022120_4_3.jpg,38340491.91278889,1256757233,410448.4990939017,-91108862.5,8991905,8991905,-0.15964985793959952
01_f1d022149_4_1.jpg,122591705.03960001,1551646149,454916.41868598043,-110752928.921875,9587940,9587940,0.04591867808496194
01_f1d022149_4_2.jpg,107134377.48995554,960463084,318678.69431441143,-68144223.40625,10441590,10441590,0.00327458373469755
01_F1D022044_5_3.jpg,133310845.95590001,1151440901,397175.5448794297,-84705090.0,9957843,9957843,-0.356706348257896
01_F1D022069_5_1.jpg,233201077.13278887,1158119198,330373.0808895744,-76826074.09375,9791973,9791973,-0.015558469591223728
01_F1D022069_5_2.jpg,485367673.5726222,1030404223,379284.5826797866,-80050075.84765625,10216890,10216890,0.10035573694904129
01_F1D022069_5_3.jpg,105831735.03248888,1579986286,479151.3679801846,-113702125.0,8269668,8269668,0.10716809120635806
01_f1d022103_5_1.jpg,167311599.64612222,1721779494,501404.91812135896,-125150953.5625,10229427,10229427,0.2099101599674187
01_f1d022103_5_2.jpg,357637660.8138222,898012260,327034.76934813405,-68856772.15625,9913348,9913348,0.5299267766782615
01_f1d022103_5_3.jpg,230791931.30555555,1296986470,461063.1974739362,-100984922.2265625,9336050,9336050,-0.18555486949735314
01_f1d022120_5_1.jpg,86785618.3263889,1543198536,475265.3696937405,-112020352.5,7294349,7294349,0.17432993643589115
01_f1d022120_5_2.jpg,272820832.8439889,779735880,283326.57925452007,-58360756.125,9865775,9865775,0.41206576005240664
01_f1d022120_5_3.jpg,37583392.26448889,1242493020,402874.7291256681,-89976374.0,8591134,8591134,-0.08587752571128919
01_f1d022149_5_1.jpg,103527849.75,1629391405,492004.2737405564,-118882113.625,8616398,8616398,0.00637407955051245
01_f1d022149_5_2.jpg,116569594.44795555,968184839,330380.3540203143,-69428999.91796875,10366346,10366346,0.0793378366953541
01_f1d022149_5_3.jpg,521822665.5946222,478972432,190587.24125910236,-40461509.5703125,10068340,10068340,0.4056707068356286
01_F1D022154_5_1.jpg,334459964.69189996,1051852208,329901.7865857806,-72806854.8515625,9676949,9676949,0.009991021481384877
01_F1D022154_5_2.jpg,339316852.6736001,1095600379,348393.37251400965,-78879167.48046875,9590226,9590226,-0.0706551535460039
